,pos,split,synonym,word1,word2
7166,verb,test,1,beseech,adjure
7167,verb,test,0,beseech,reharmonise
7168,verb,test,1,entreat,adjure
7169,verb,test,0,entreat,face
7170,verb,test,1,intercede,mediate
7171,verb,test,0,intercede,befool
7172,verb,test,1,intercede,intermediate
7173,verb,test,0,intercede,zoom
7174,verb,test,1,intercede,liaise
7175,verb,test,0,intercede,disguise
7176,verb,test,1,intercede,arbitrate
7177,verb,test,0,intercede,dateline
7178,verb,test,1,mediate,intermediate
7179,verb,test,0,mediate,inch
7180,verb,test,1,mediate,liaise
7181,verb,test,0,mediate,condemn
7182,verb,test,1,mediate,arbitrate
7183,verb,test,0,mediate,descale
7184,verb,test,1,intermediate,liaise
7185,verb,test,0,intermediate,contemn
7186,verb,test,1,intermediate,arbitrate
7187,verb,test,0,intermediate,heap
7188,verb,test,1,liaise,arbitrate
7189,verb,test,0,liaise,type
7190,verb,test,1,wheedle,cajole
7191,verb,test,0,wheedle,inculpate
7192,verb,test,1,wheedle,palaver
7193,verb,test,0,wheedle,sleepwalk
7194,verb,test,1,wheedle,blarney
7195,verb,test,0,wheedle,harrow
7196,verb,test,1,wheedle,coax
7197,verb,test,0,wheedle,estrange
7198,verb,test,1,wheedle,inveigle
7199,verb,test,0,wheedle,rumble
7200,verb,test,1,cajole,palaver
7201,verb,test,0,cajole,ascribe
7202,verb,test,1,cajole,blarney
7203,verb,test,0,cajole,controvert
7204,verb,test,1,cajole,coax
7205,verb,test,0,cajole,barricado
7206,verb,test,1,cajole,inveigle
7207,verb,test,0,cajole,interfere
7208,verb,test,1,palaver,blarney
7209,verb,test,0,palaver,abnegate
7210,verb,test,1,palaver,coax
7211,verb,test,0,palaver,inter
7212,verb,test,1,palaver,inveigle
7213,verb,test,0,palaver,waitress
7214,verb,test,1,palaver,piffle
7215,verb,test,0,palaver,glimmer
7216,verb,test,1,palaver,prate
7217,verb,test,0,palaver,haunt
7218,verb,test,1,palaver,twaddle
7219,verb,test,0,palaver,deodorize
7220,verb,test,1,palaver,maunder
7221,verb,test,0,palaver,parody
7222,verb,test,1,palaver,prattle
7223,verb,test,0,palaver,lime
7224,verb,test,1,palaver,blab
7225,verb,test,0,palaver,exuberate
7226,verb,test,1,palaver,gibber
7227,verb,test,0,palaver,winter
7228,verb,test,1,palaver,tattle
7229,verb,test,0,palaver,sidestep
7230,verb,test,1,palaver,blabber
7231,verb,test,0,palaver,clitter
7232,verb,test,1,palaver,gabble
7233,verb,test,0,palaver,skulk
7234,verb,test,1,blarney,coax
7235,verb,test,0,blarney,bejewel
7236,verb,test,1,blarney,inveigle
7237,verb,test,0,blarney,spurn
7238,verb,test,1,coax,inveigle
7239,verb,test,0,coax,badmouth
7240,verb,test,1,dissuade,deter
7241,verb,test,0,dissuade,tarmac
7242,verb,test,1,deter,discourage
7243,verb,test,0,deter,enthrall
7244,verb,test,1,argue,debate
7245,verb,test,0,argue,yawp
7246,verb,test,1,argue,fence
7247,verb,test,0,argue,fan
7248,verb,test,1,debate,fence
7249,verb,test,0,debate,entice
7250,verb,test,1,debate,deliberate
7251,verb,test,0,debate,scurry
7252,verb,test,1,debate,moot
7253,verb,test,0,debate,risk
7254,verb,test,1,fence,wall
7255,verb,test,0,fence,squawk
7256,verb,test,1,fence,palisade
7257,verb,test,0,fence,motorbike
7258,verb,test,1,fence,surround
7259,verb,test,0,fence,jumble
7260,verb,test,1,quibble,pettifog
7261,verb,test,0,quibble,tot
7262,verb,test,1,quibble,bicker
7263,verb,test,0,quibble,typecast
7264,verb,test,1,quibble,squabble
7265,verb,test,0,quibble,champ
7266,verb,test,1,quibble,brabble
7267,verb,test,0,quibble,conge
7268,verb,test,1,pettifog,bicker
7269,verb,test,0,pettifog,bach
7270,verb,test,1,pettifog,squabble
7271,verb,test,0,pettifog,televise
7272,verb,test,1,pettifog,brabble
7273,verb,test,0,pettifog,aluminize
7274,verb,test,1,bicker,squabble
7275,verb,test,0,bicker,blackleg
7276,verb,test,1,bicker,brabble
7277,verb,test,0,bicker,personate
7278,verb,test,1,squabble,brabble
7279,verb,test,0,squabble,mint
7280,verb,test,1,brawl,wrangle
7281,verb,test,0,brawl,comment
7282,verb,test,1,polemize,polemicize
7283,verb,test,0,polemize,sleepwalk
7284,verb,test,1,polemize,polemicise
7285,verb,test,0,polemize,zigzag
7286,verb,test,1,polemise,polemicize
7287,verb,test,0,polemise,zigzag
7288,verb,test,1,polemise,polemicise
7289,verb,test,0,polemise,forbid
7290,verb,test,1,quarrel,dispute
7291,verb,test,0,quarrel,punch
7292,verb,test,1,quarrel,scrap
7293,verb,test,0,quarrel,dismay
7294,verb,test,1,quarrel,argufy
7295,verb,test,0,quarrel,burglarise
7296,verb,test,1,quarrel,altercate
7297,verb,test,0,quarrel,larrup
7298,verb,test,1,dispute,scrap
7299,verb,test,0,dispute,worry
7300,verb,test,1,dispute,argufy
7301,verb,test,0,dispute,consist
7302,verb,test,1,dispute,altercate
7303,verb,test,0,dispute,retaliate
7304,verb,test,1,dispute,challenge
7305,verb,test,0,dispute,delimit
7306,verb,test,1,dispute,gainsay
7307,verb,test,0,dispute,pierce
7308,verb,test,1,scrap,argufy
7309,verb,test,0,scrap,battle
7310,verb,test,1,scrap,altercate
7311,verb,test,0,scrap,lollygag
7312,verb,test,1,scrap,trash
7313,verb,test,0,scrap,supplement
7314,verb,test,1,scrap,junk
7315,verb,test,0,scrap,pluralize
7316,verb,test,1,argufy,altercate
7317,verb,test,0,argufy,lunge
7318,verb,test,1,tempt,entice
7319,verb,test,0,tempt,misinform
7320,verb,test,1,tempt,lure
7321,verb,test,0,tempt,totter
7322,verb,test,1,tempt,allure
7323,verb,test,0,tempt,bootlick
7324,verb,test,1,hex,glamour
7325,verb,test,0,hex,bespeckle
7326,verb,test,1,hex,witch
7327,verb,test,0,hex,shriek
7328,verb,test,1,hex,jinx
7329,verb,test,0,hex,ding
7330,verb,test,1,glamour,witch
7331,verb,test,0,glamour,confection
7332,verb,test,1,glamour,jinx
7333,verb,test,0,glamour,outgo
7334,verb,test,1,witch,jinx
7335,verb,test,0,witch,commend
7336,verb,test,1,digress,divagate
7337,verb,test,0,digress,gaze
7338,verb,test,1,digress,sidetrack
7339,verb,test,0,digress,bemoan
7340,verb,test,1,digress,straggle
7341,verb,test,0,digress,convene
7342,verb,test,1,solicit,accost
7343,verb,test,0,solicit,rhapsodize
7344,verb,test,1,solicit,tap
7345,verb,test,0,solicit,alarm
7346,verb,test,1,solicit,woo
7347,verb,test,0,solicit,install
7348,verb,test,1,solicit,court
7349,verb,test,0,solicit,snoop
7350,verb,test,1,tap,tapdance
7351,verb,test,0,tap,throne
7352,verb,test,1,tap,knock
7353,verb,test,0,tap,woo
7354,verb,test,1,tap,pink
7355,verb,test,0,tap,riot
7356,verb,test,1,tap,wiretap
7357,verb,test,0,tap,extemporise
7358,verb,test,1,entice,lure
7359,verb,test,0,entice,shrill
7360,verb,test,1,question,query
7361,verb,test,0,question,chaperon
7362,verb,test,1,question,interrogate
7363,verb,test,0,question,monumentalize
7364,verb,test,1,question,interview
7365,verb,test,0,question,honour
7366,verb,test,1,question,oppugn
7367,verb,test,0,question,nauseate
7368,verb,test,1,spy,snoop
7369,verb,test,0,spy,cap
7370,verb,test,1,spy,sleuth
7371,verb,test,0,spy,seem
7372,verb,test,1,spy,descry
7373,verb,test,0,spy,hail
7374,verb,test,1,spy,sight
7375,verb,test,0,spy,disjoint
7376,verb,test,1,snoop,sleuth
7377,verb,test,0,snoop,diphthongize
7378,verb,test,1,telephone,phone
7379,verb,test,0,telephone,resonate
7380,verb,test,1,telephone,ring
7381,verb,test,0,telephone,shear
7382,verb,test,1,phone,ring
7383,verb,test,0,phone,italicise
7384,verb,test,1,ring,band
7385,verb,test,0,ring,cypher
7386,verb,test,1,ring,surround
7387,verb,test,0,ring,antagonize
7388,verb,test,1,ring,environ
7389,verb,test,0,ring,blaspheme
7390,verb,test,1,ring,skirt
7391,verb,test,0,ring,strickle
7392,verb,test,1,ring,peal
7393,verb,test,0,ring,vaticinate
7394,verb,test,1,ring,knell
7395,verb,test,0,ring,foster
7396,verb,test,1,ring,resound
7397,verb,test,0,ring,disfavor
7398,verb,test,1,convoke,convene
7399,verb,test,0,convoke,glitter
7400,verb,test,1,program,programme
7401,verb,test,0,program,deglycerolise
7402,verb,test,1,forbid,prohibit
7403,verb,test,0,forbid,section
7404,verb,test,1,forbid,interdict
7405,verb,test,0,forbid,rope
7406,verb,test,1,forbid,proscribe
7407,verb,test,0,forbid,splice
7408,verb,test,1,forbid,veto
7409,verb,test,0,forbid,unsaddle
7410,verb,test,1,forbid,disallow
7411,verb,test,0,forbid,fawn
7412,verb,test,1,forbid,nix
7413,verb,test,0,forbid,dither
7414,verb,test,1,forbid,forestall
7415,verb,test,0,forbid,racket
7416,verb,test,1,forbid,foreclose
7417,verb,test,0,forbid,reassess
7418,verb,test,1,forbid,preclude
7419,verb,test,0,forbid,gesture
7420,verb,test,1,prohibit,interdict
7421,verb,test,0,prohibit,thieve
7422,verb,test,1,prohibit,proscribe
7423,verb,test,0,prohibit,versify
7424,verb,test,1,prohibit,veto
7425,verb,test,0,prohibit,legitimate
7426,verb,test,1,prohibit,disallow
7427,verb,test,0,prohibit,lavish
7428,verb,test,1,prohibit,nix
7429,verb,test,0,prohibit,disdain
7430,verb,test,1,interdict,proscribe
7431,verb,test,0,interdict,vacation
7432,verb,test,1,interdict,veto
7433,verb,test,0,interdict,glitter
7434,verb,test,1,interdict,disallow
7435,verb,test,0,interdict,avert
7436,verb,test,1,interdict,nix
7437,verb,test,0,interdict,deliberate
7438,verb,test,1,proscribe,veto
7439,verb,test,0,proscribe,band
7440,verb,test,1,proscribe,disallow
7441,verb,test,0,proscribe,censor
7442,verb,test,1,proscribe,nix
7443,verb,test,0,proscribe,affiliate
7444,verb,test,1,veto,disallow
7445,verb,test,0,veto,apostatize
7446,verb,test,1,veto,nix
7447,verb,test,0,veto,reconnoiter
7448,verb,test,1,veto,blackball
7449,verb,test,0,veto,allure
7450,verb,test,1,veto,negative
7451,verb,test,0,veto,frivol
7452,verb,test,1,disallow,nix
7453,verb,test,0,disallow,outflank
7454,verb,test,1,spurn,scorn
7455,verb,test,0,spurn,dignify
7456,verb,test,1,spurn,disdain
7457,verb,test,0,spurn,unchurch
7458,verb,test,1,scorn,disdain
7459,verb,test,0,scorn,deodorise
7460,verb,test,1,scorn,contemn
7461,verb,test,0,scorn,malinger
7462,verb,test,1,scorn,despise
7463,verb,test,0,scorn,cube
7464,verb,test,1,disdain,contemn
7465,verb,test,0,disdain,pander
7466,verb,test,1,disdain,despise
7467,verb,test,0,disdain,suckle
7468,verb,test,1,rebuff,repel
7469,verb,test,0,rebuff,stake
7470,verb,test,1,rebuff,repulse
7471,verb,test,0,rebuff,forefend
7472,verb,test,1,repel,repulse
7473,verb,test,0,repel,number
7474,verb,test,1,repel,disgust
7475,verb,test,0,repel,interiorize
7476,verb,test,1,repel,revolt
7477,verb,test,0,repel,bard
7478,verb,test,1,abjure,recant
7479,verb,test,0,abjure,knife
7480,verb,test,1,abjure,forswear
7481,verb,test,0,abjure,chew
7482,verb,test,1,abjure,retract
7483,verb,test,0,abjure,install
7484,verb,test,1,recant,forswear
7485,verb,test,0,recant,misconduct
7486,verb,test,1,recant,retract
7487,verb,test,0,recant,caterwaul
7488,verb,test,1,forswear,retract
7489,verb,test,0,forswear,underrate
7490,verb,test,1,scoff,flout
7491,verb,test,0,scoff,macadamise
7492,verb,test,1,scoff,jeer
7493,verb,test,0,scoff,conge
7494,verb,test,1,flout,jeer
7495,verb,test,0,flout,recollect
7496,verb,test,1,assent,acquiesce
7497,verb,test,0,assent,satirize
7498,verb,test,1,disagree,differ
7499,verb,test,0,disagree,swear
7500,verb,test,1,disagree,dissent
7501,verb,test,0,disagree,hearken
7502,verb,test,1,disagree,disaccord
7503,verb,test,0,disagree,stalk
7504,verb,test,1,disagree,discord
7505,verb,test,0,disagree,electrocute
7506,verb,test,1,differ,dissent
7507,verb,test,0,differ,lag
7508,verb,test,1,dissent,protest
7509,verb,test,0,dissent,carp
7510,verb,test,1,dissent,resist
7511,verb,test,0,dissent,shut
7512,verb,test,1,concede,grant
7513,verb,test,0,concede,balk
7514,verb,test,1,concede,confess
7515,verb,test,0,concede,mull
7516,verb,test,1,grant,award
7517,verb,test,0,grant,flaunt
7518,verb,test,1,approve,O.K.
7519,verb,test,0,approve,reunite
7520,verb,test,1,approve,okay
7521,verb,test,0,approve,excoriate
7522,verb,test,1,approve,sanction
7523,verb,test,0,approve,ponder
7524,verb,test,1,O.K.,okay
7525,verb,test,0,O.K.,consent
7526,verb,test,1,O.K.,sanction
7527,verb,test,0,O.K.,syllabise
7528,verb,test,1,okay,sanction
7529,verb,test,0,okay,winnow
7530,verb,test,1,cavil,carp
7531,verb,test,0,cavil,interiorise
7532,verb,test,1,cavil,chicane
7533,verb,test,0,cavil,satisfise
7534,verb,test,1,carp,chicane
7535,verb,test,0,carp,except
7536,verb,test,1,chicane,cheat
7537,verb,test,0,chicane,economize
7538,verb,test,1,chicane,chouse
7539,verb,test,0,chicane,overstress
7540,verb,test,1,chicane,shaft
7541,verb,test,0,chicane,scrawl
7542,verb,test,1,chicane,jockey
7543,verb,test,0,chicane,burglarize
7544,verb,test,1,hedge,evade
7545,verb,test,0,hedge,infringe
7546,verb,test,1,hedge,elude
7547,verb,test,0,hedge,query
7548,verb,test,1,hedge,skirt
7549,verb,test,0,hedge,vault
7550,verb,test,1,hedge,dodge
7551,verb,test,0,hedge,proffer
7552,verb,test,1,hedge,sidestep
7553,verb,test,0,hedge,italicize
7554,verb,test,1,evade,elude
7555,verb,test,0,evade,tap
7556,verb,test,1,evade,skirt
7557,verb,test,0,evade,criminalize
7558,verb,test,1,evade,dodge
7559,verb,test,0,evade,quibble
7560,verb,test,1,evade,sidestep
7561,verb,test,0,evade,misapprehend
7562,verb,test,1,elude,skirt
7563,verb,test,0,elude,overgeneralise
7564,verb,test,1,elude,dodge
7565,verb,test,0,elude,share
7566,verb,test,1,elude,sidestep
7567,verb,test,0,elude,manufacture
7568,verb,test,1,skirt,dodge
7569,verb,test,0,skirt,rubricate
7570,verb,test,1,skirt,sidestep
7571,verb,test,0,skirt,spoof
7572,verb,test,1,skirt,surround
7573,verb,test,0,skirt,traduce
7574,verb,test,1,skirt,environ
7575,verb,test,0,skirt,veto
7576,verb,test,1,dodge,sidestep
7577,verb,test,0,dodge,pedal
7578,verb,test,1,shun,eschew
7579,verb,test,0,shun,joint
7580,verb,test,1,shun,banish
7581,verb,test,0,shun,gash
7582,verb,test,1,shun,ban
7583,verb,test,0,shun,surround
7584,verb,test,1,shun,ostracize
7585,verb,test,0,shun,gap
7586,verb,test,1,shun,ostracise
7587,verb,test,0,shun,fax
7588,verb,test,1,shun,blackball
7589,verb,test,0,shun,goof
7590,verb,test,1,confront,face
7591,verb,test,0,confront,democratize
7592,verb,test,1,face,front
7593,verb,test,0,face,shmoose
7594,verb,test,1,deliberate,moot
7595,verb,test,0,deliberate,glimmer
7596,verb,test,1,discourse,dissertate
7597,verb,test,0,discourse,tyrannize
7598,verb,test,1,discourse,converse
7599,verb,test,0,discourse,quiz
7600,verb,test,1,discourse,discuss
7601,verb,test,0,discourse,decrypt
7602,verb,test,1,confess,squeal
7603,verb,test,0,confess,convoke
7604,verb,test,1,confess,fink
7605,verb,test,0,confess,amount
7606,verb,test,1,squeal,fink
7607,verb,test,0,squeal,promenade
7608,verb,test,1,squeal,oink
7609,verb,test,0,squeal,overmaster
7610,verb,test,1,fink,scab
7611,verb,test,0,fink,gift
7612,verb,test,1,fink,blackleg
7613,verb,test,0,fink,communalise
7614,verb,test,1,avow,avouch
7615,verb,test,0,avow,domiciliate
7616,verb,test,1,avow,verify
7617,verb,test,0,avow,nestle
7618,verb,test,1,avow,aver
7619,verb,test,0,avow,outface
7620,verb,test,1,attest,certify
7621,verb,test,0,attest,satirise
7622,verb,test,1,attest,manifest
7623,verb,test,0,attest,sail
7624,verb,test,1,attest,evidence
7625,verb,test,0,attest,scrutinize
7626,verb,test,1,attest,testify
7627,verb,test,0,attest,keel
7628,verb,test,1,certify,manifest
7629,verb,test,0,certify,descant
7630,verb,test,1,certify,evidence
7631,verb,test,0,certify,tipple
7632,verb,test,1,certify,license
7633,verb,test,0,certify,lavish
7634,verb,test,1,certify,licence
7635,verb,test,0,certify,sharpshoot
7636,verb,test,1,certify,endorse
7637,verb,test,0,certify,hijack
7638,verb,test,1,certify,indorse
7639,verb,test,0,certify,dazzle
7640,verb,test,1,manifest,evidence
7641,verb,test,0,manifest,glue
7642,verb,test,1,evidence,testify
7643,verb,test,0,evidence,outstrip
7644,verb,test,1,declare,adjudge
7645,verb,test,0,declare,admonish
7646,verb,test,1,declare,announce
7647,verb,test,0,declare,bellyache
7648,verb,test,1,canonize,saint
7649,verb,test,0,canonize,abduct
7650,verb,test,1,canonise,saint
7651,verb,test,0,canonise,retroflex
7652,verb,test,1,saint,enshrine
7653,verb,test,0,saint,toboggan
7654,verb,test,1,reprimand,censure
7655,verb,test,0,reprimand,marry
7656,verb,test,1,reprimand,criminate
7657,verb,test,0,reprimand,spiritize
7658,verb,test,1,reprimand,rebuke
7659,verb,test,0,reprimand,discredit
7660,verb,test,1,reprimand,reproof
7661,verb,test,0,reprimand,jinx
7662,verb,test,1,reprimand,lecture
7663,verb,test,0,reprimand,sectionalize
7664,verb,test,1,reprimand,jaw
7665,verb,test,0,reprimand,page
7666,verb,test,1,reprimand,scold
7667,verb,test,0,reprimand,moon
7668,verb,test,1,reprimand,chide
7669,verb,test,0,reprimand,gap
7670,verb,test,1,reprimand,berate
7671,verb,test,0,reprimand,pounce
7672,verb,test,1,reprimand,remonstrate
7673,verb,test,0,reprimand,quantise
7674,verb,test,1,reprimand,lambaste
7675,verb,test,0,reprimand,dillydally
7676,verb,test,1,reprimand,lambast
7677,verb,test,0,reprimand,descant
7678,verb,test,1,censure,criminate
7679,verb,test,0,censure,monitor
7680,verb,test,1,criminate,accuse
7681,verb,test,0,criminate,confront
7682,verb,test,1,criminate,impeach
7683,verb,test,0,criminate,trill
7684,verb,test,1,criminate,incriminate
7685,verb,test,0,criminate,depute
7686,verb,test,1,savage,pillory
7687,verb,test,0,savage,patinize
7688,verb,test,1,pillory,gibbet
7689,verb,test,0,pillory,palm
7690,verb,test,1,admonish,reprove
7691,verb,test,0,admonish,deglycerolise
7692,verb,test,1,admonish,warn
7693,verb,test,0,admonish,grudge
7694,verb,test,1,admonish,discourage
7695,verb,test,0,admonish,blackball
7696,verb,test,1,admonish,monish
7697,verb,test,0,admonish,tsk
7698,verb,test,1,admonish,caution
7699,verb,test,0,admonish,outrival
7700,verb,test,1,rebuke,reproof
7701,verb,test,0,rebuke,lunge
7702,verb,test,1,rebuke,lecture
7703,verb,test,0,rebuke,rage
7704,verb,test,1,rebuke,jaw
7705,verb,test,0,rebuke,counterfeit
7706,verb,test,1,rebuke,scold
7707,verb,test,0,rebuke,nestle
7708,verb,test,1,rebuke,chide
7709,verb,test,0,rebuke,deglycerolize
7710,verb,test,1,rebuke,berate
7711,verb,test,0,rebuke,symphonize
7712,verb,test,1,rebuke,remonstrate
7713,verb,test,0,rebuke,melodize
7714,verb,test,1,rebuke,lambaste
7715,verb,test,0,rebuke,transcribe
7716,verb,test,1,rebuke,lambast
7717,verb,test,0,rebuke,subsidise
7718,verb,test,1,reproof,lecture
7719,verb,test,0,reproof,wawl
7720,verb,test,1,reproof,jaw
7721,verb,test,0,reproof,incase
7722,verb,test,1,reproof,scold
7723,verb,test,0,reproof,improvise
7724,verb,test,1,reproof,chide
7725,verb,test,0,reproof,cost
7726,verb,test,1,reproof,berate
7727,verb,test,0,reproof,etymologize
7728,verb,test,1,reproof,remonstrate
7729,verb,test,0,reproof,theorise
7730,verb,test,1,reproof,lambaste
7731,verb,test,0,reproof,bludgeon
7732,verb,test,1,reproof,lambast
7733,verb,test,0,reproof,juggle
7734,verb,test,1,lecture,jaw
7735,verb,test,0,lecture,intubate
7736,verb,test,1,lecture,scold
7737,verb,test,0,lecture,swab
7738,verb,test,1,lecture,chide
7739,verb,test,0,lecture,misinform
7740,verb,test,1,lecture,berate
7741,verb,test,0,lecture,caution
7742,verb,test,1,lecture,remonstrate
7743,verb,test,0,lecture,intromit
7744,verb,test,1,lecture,lambaste
7745,verb,test,0,lecture,discord
7746,verb,test,1,lecture,lambast
7747,verb,test,0,lecture,commune
7748,verb,test,1,jaw,scold
7749,verb,test,0,jaw,rate
7750,verb,test,1,jaw,chide
7751,verb,test,0,jaw,insist
7752,verb,test,1,jaw,berate
7753,verb,test,0,jaw,xerox
7754,verb,test,1,jaw,remonstrate
7755,verb,test,0,jaw,whelm
7756,verb,test,1,jaw,lambaste
7757,verb,test,0,jaw,hopple
7758,verb,test,1,jaw,lambast
7759,verb,test,0,jaw,blether
7760,verb,test,1,jaw,yack
7761,verb,test,0,jaw,behove
7762,verb,test,1,jaw,chat
7763,verb,test,0,jaw,faze
7764,verb,test,1,jaw,confabulate
7765,verb,test,0,jaw,gyp
7766,verb,test,1,jaw,confab
7767,verb,test,0,jaw,total
7768,verb,test,1,jaw,chitchat
7769,verb,test,0,jaw,anagram
7770,verb,test,1,jaw,chaffer
7771,verb,test,0,jaw,waitress
7772,verb,test,1,jaw,natter
7773,verb,test,0,jaw,reword
7774,verb,test,1,jaw,gossip
7775,verb,test,0,jaw,backpack
7776,verb,test,1,jaw,claver
7777,verb,test,0,jaw,formalise
7778,verb,test,1,jaw,chew
7779,verb,test,0,jaw,garnishee
7780,verb,test,1,jaw,masticate
7781,verb,test,0,jaw,pile
7782,verb,test,1,jaw,manducate
7783,verb,test,0,jaw,addict
7784,verb,test,1,scold,chide
7785,verb,test,0,scold,intubate
7786,verb,test,1,scold,berate
7787,verb,test,0,scold,lasso
7788,verb,test,1,scold,remonstrate
7789,verb,test,0,scold,inquire
7790,verb,test,1,scold,lambaste
7791,verb,test,0,scold,emancipate
7792,verb,test,1,scold,lambast
7793,verb,test,0,scold,gambol
7794,verb,test,1,scold,grouch
7795,verb,test,0,scold,badmouth
7796,verb,test,1,chide,berate
7797,verb,test,0,chide,faze
7798,verb,test,1,chide,remonstrate
7799,verb,test,0,chide,saber
7800,verb,test,1,chide,lambaste
7801,verb,test,0,chide,disorganise
7802,verb,test,1,chide,lambast
7803,verb,test,0,chide,reallocate
7804,verb,test,1,berate,remonstrate
7805,verb,test,0,berate,contuse
7806,verb,test,1,berate,lambaste
7807,verb,test,0,berate,abhor
7808,verb,test,1,berate,lambast
7809,verb,test,0,berate,testify
7810,verb,test,1,remonstrate,lambaste
7811,verb,test,0,remonstrate,communalize
7812,verb,test,1,remonstrate,lambast
7813,verb,test,0,remonstrate,unfrock
7814,verb,test,1,lambaste,cane
7815,verb,test,0,lambaste,nestle
7816,verb,test,1,lambast,cane
7817,verb,test,0,lambast,grapple
7818,verb,test,1,reproach,upbraid
7819,verb,test,0,reproach,rail
7820,verb,test,1,knock,criticize
7821,verb,test,0,knock,disfavour
7822,verb,test,1,knock,criticise
7823,verb,test,0,knock,frazzle
7824,verb,test,1,knock,pink
7825,verb,test,0,knock,esteem
7826,verb,test,1,knock,ping
7827,verb,test,0,knock,tippytoe
7828,verb,test,1,knock,rap
7829,verb,test,0,knock,bib
7830,verb,test,1,preach,advocate
7831,verb,test,0,preach,wall
7832,verb,test,1,preach,prophesy
7833,verb,test,0,preach,second
7834,verb,test,1,advocate,recommend
7835,verb,test,0,advocate,hunch
7836,verb,test,1,prophesy,vaticinate
7837,verb,test,0,prophesy,sweep
7838,verb,test,1,misinform,mislead
7839,verb,test,0,misinform,swank
7840,verb,test,1,mislead,misguide
7841,verb,test,0,mislead,preponderate
7842,verb,test,1,equivocate,prevaricate
7843,verb,test,0,equivocate,whap
7844,verb,test,1,equivocate,palter
7845,verb,test,0,equivocate,terrorise
7846,verb,test,1,prevaricate,palter
7847,verb,test,0,prevaricate,lark
7848,verb,test,1,impersonate,portray
7849,verb,test,0,impersonate,lump
7850,verb,test,1,bamboozle,snow
7851,verb,test,0,bamboozle,misadvise
7852,verb,test,1,bamboozle,hoodwink
7853,verb,test,0,bamboozle,harbor
7854,verb,test,1,snow,hoodwink
7855,verb,test,0,snow,telepathise
7856,verb,test,1,hoodwink,juggle
7857,verb,test,0,hoodwink,datemark
7858,verb,test,1,bullshit,bull
7859,verb,test,0,bullshit,euphemise
7860,verb,test,1,overemphasize,overstress
7861,verb,test,0,overemphasize,bay
7862,verb,test,1,overemphasise,overstress
7863,verb,test,0,overemphasise,bejewel
7864,verb,test,1,fulminate,rail
7865,verb,test,0,fulminate,blather
7866,verb,test,1,rail,vilify
7867,verb,test,0,rail,flop
7868,verb,test,1,rail,revile
7869,verb,test,0,rail,shamble
7870,verb,test,1,rail,vituperate
7871,verb,test,0,rail,democratize
7872,verb,test,1,rail,inveigh
7873,verb,test,0,rail,baronetise
7874,verb,test,1,accuse,impeach
7875,verb,test,0,accuse,proof
7876,verb,test,1,accuse,incriminate
7877,verb,test,0,accuse,patronize
7878,verb,test,1,impeach,incriminate
7879,verb,test,0,impeach,gabble
7880,verb,test,1,incriminate,imply
7881,verb,test,0,incriminate,signalize
7882,verb,test,1,incriminate,inculpate
7883,verb,test,0,incriminate,grieve
7884,verb,test,1,pan,trash
7885,verb,test,0,pan,philosophize
7886,verb,test,1,trash,junk
7887,verb,test,0,trash,humor
7888,verb,test,1,defame,slander
7889,verb,test,0,defame,redevelop
7890,verb,test,1,defame,smirch
7891,verb,test,0,defame,tot
7892,verb,test,1,defame,asperse
7893,verb,test,0,defame,gull
7894,verb,test,1,defame,calumniate
7895,verb,test,0,defame,domiciliate
7896,verb,test,1,defame,besmirch
7897,verb,test,0,defame,vouch
7898,verb,test,1,slander,smirch
7899,verb,test,0,slander,reverence
7900,verb,test,1,slander,asperse
7901,verb,test,0,slander,caress
7902,verb,test,1,slander,calumniate
7903,verb,test,0,slander,imagine
7904,verb,test,1,slander,besmirch
7905,verb,test,0,slander,xerox
7906,verb,test,1,smirch,asperse
7907,verb,test,0,smirch,audit
7908,verb,test,1,smirch,calumniate
7909,verb,test,0,smirch,purvey
7910,verb,test,1,smirch,besmirch
7911,verb,test,0,smirch,caress
7912,verb,test,1,asperse,calumniate
7913,verb,test,0,asperse,motor
7914,verb,test,1,asperse,besmirch
7915,verb,test,0,asperse,aby
7916,verb,test,1,calumniate,besmirch
7917,verb,test,0,calumniate,decriminalize
7918,verb,test,1,vilify,revile
7919,verb,test,0,vilify,deject
7920,verb,test,1,vilify,vituperate
7921,verb,test,0,vilify,skirt
7922,verb,test,1,revile,vituperate
7923,verb,test,0,revile,lallygag
7924,verb,test,1,badmouth,malign
7925,verb,test,0,badmouth,browse
7926,verb,test,1,badmouth,traduce
7927,verb,test,0,badmouth,box
7928,verb,test,1,malign,traduce
7929,verb,test,0,malign,alert
7930,verb,test,1,diss,insult
7931,verb,test,0,diss,premiss
7932,verb,test,1,diss,affront
7933,verb,test,0,diss,imbed
7934,verb,test,1,insult,affront
7935,verb,test,0,insult,lecture
7936,verb,test,1,mock,bemock
7937,verb,test,0,mock,forage
7938,verb,test,1,caricature,ape
7939,verb,test,0,caricature,clarify
7940,verb,test,1,spoof,burlesque
7941,verb,test,0,spoof,spoon
7942,verb,test,1,spoof,parody
7943,verb,test,0,spoof,house
7944,verb,test,1,burlesque,parody
7945,verb,test,0,burlesque,jewel
7946,verb,test,1,needle,goad
7947,verb,test,0,needle,decolonize
7948,verb,test,1,goad,prick
7949,verb,test,0,goad,dateline
7950,verb,test,1,goad,spur
7951,verb,test,0,goad,tyrannise
7952,verb,test,1,ridicule,roast
